COUNTRY CODE	STATE CODE	COUNTY CODE	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-05-04	17:57:00	obsr2514972	S136008590	Traveling	P22	25	1.390		1	1	
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-05-15	06:04:00	obsr2514972	S137764722	Traveling	P22	34	1.320		1	1	
CN	CN-32		L23399228	P	31.2927970	120.4951150	2023-04-05	15:20:00	obsr3555615	S132745063	Traveling	P22	49	2.329		2	1	
CN	CN-53		L23399328	P	24.5853090	97.6762099	2023-04-05	16:05:00	obsr2881669	S132747087	Traveling	P22	31	0.870		3	1	G9938886
CN	CN-53		L23399328	P	24.5853090	97.6762099	2023-04-05	16:05:00	obsr1333927	S132768253	Traveling	P22	31	0.870		3	1	G9938886
CN	CN-53		L23399328	P	24.5853090	97.6762099	2023-04-05	16:05:00	obsr2111837	S132745537	Traveling	P22	31	0.870		3	1	G9938886
CN	CN-37		L23525157	P	35.9476929	120.0737825	2023-04-07	11:50:00	obsr2874422	S133384120	Traveling	P22	30	1.000		1	1	
CN	CN-35		L23525518	P	26.0720800	119.1624480	2023-04-13	14:44:00	obsr3734595	S133573958	Traveling	P22	12	0.490		1	1	
CN	CN-35		L23525518	P	26.0720800	119.1624480	2023-05-13	17:26:00	obsr3734595	S137325347	Traveling	P22	16	0.970		1	1	
CN	CN-33		L23400452	P	29.7189921	121.4893055	2023-04-05	16:00:00	obsr2347997	S132751595	Traveling	P22	60	4.000		1	1	
CN	CN-44		L23529843	P	23.0534039	113.3786931	2023-04-11	17:55:00	obsr3735312	S133411075	Stationary	P21	20			1	1	
CN	CN-35		L23400687	H	26.0968137	119.3128002	2023-04-05	16:45:00	obsr3493620	S132753703	Traveling	P22	90	1.500		2	1	G9943188
CN	CN-35		L23400949	H	26.1120393	119.2162882	2023-04-04	16:45:00	obsr3493620	S132755719	Traveling	P22	60	2.000		2	1	G9943185
CN	CN-41		L23401580	P	34.7514743	112.9496284	2023-04-05	17:52:00	obsr1743263	S132759090	Traveling	P22	79	2.110		1	1	
CN	CN-63		L23413913	P	36.4921450	101.6012010	2023-04-06	15:17:00	obsr770708	S132825923	Stationary	P21	8			1	1	
CN	CN-11		L23414928	P	39.8759343	116.5496484	2023-04-06	17:48:00	obsr3659793	S132830489	Stationary	P21	67			1	1	
CN	CN-22		L23414992	P	43.1736570	124.3617260	2023-04-06	09:00:00	obsr643487	S132830855	Traveling	P22	30	0.400		1	1	
CN	CN-22		L23414992	P	43.1736570	124.3617260	2023-04-14	17:30:00	obsr643487	S133676700	Stationary	P21	6			1	1	
CN	CN-33		L23417706	P	29.1013000	121.9165000	2023-04-02	14:00:00	obsr3508610	S132847096	Traveling	P22	180	3.000		1	1	
CN	CN-33		L23412566	P	30.4050460	119.7934687	2023-04-05	09:00:00	obsr2450054	S132819550	Traveling	P22	135	2.000		1	1	
CN	CN-35		L23413868	P	24.5182401	118.1908980	2023-04-06	13:37:00	obsr1492964	S132825707	Traveling	P22	94	2.490		1	1	
CN	CN-35		L23541007	P	26.1017799	119.2304554	2023-04-11	16:45:00	obsr3660630	S133471844	Traveling	P22	90	2.000		2	1	G9982124
CN	CN-12		L23545161	H	39.1822720	117.9563803	2023-05-03	13:09:00	obsr1823285	S135893918	Traveling	P22	16	0.880		3	1	
CN	CN-32		L23541644	P	33.1752831	119.8187697	2023-04-12	08:30:00	obsr3526052	S133474677	Traveling	P22	90	4.000		1	1	
CN	CN-51		L23542062	P	31.4492920	104.7708150	2023-04-12	12:34:00	obsr974615	S133476743	Traveling	P22	60	1.000		1	1	
CN	CN-33		L23417972	P	29.2815000	121.9594000	2023-04-05	07:00:00	obsr3508610	S132848387	Traveling	P22	240	4.000		1	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2023-04-02	09:10:00	obsr850579	S132445360	Traveling	P22	141	4.949		2	1	
CN	CN-44		L23543328	P	22.5055580	113.3512090	2023-04-12	16:25:00	obsr3410374	S133482725	Traveling	P22	65	1.456		1	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-16	05:41:00	obsr1787376	S133909532	Traveling	P22	140	1.280		2	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-22	07:06:00	obsr1787376	S134538434	Traveling	P22	182	0.450		2	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-05-10	10:29:00	obsr1787376	S136856814	Traveling	P22	102	1.970		2	1	
CN	CN-12		L23545113	H	39.1039105	117.2120474	2023-04-01	17:30:00	obsr1823285	S133493995	Stationary	P21	30			1	1	
CN	CN-12		L23545161	H	39.1822720	117.9563803	2023-04-05	14:30:00	obsr1823285	S133493998	Stationary	P21	30			1	1	
CN	CN-33		L23546333	P	29.9704040	122.1618630	2023-03-27	12:40:00	obsr2914227	S133501338	Traveling	P22	60	3.000		1	1	
CN	CN-41		L23428385	P	34.6470193	112.9696623	2023-04-07	09:15:00	obsr1743263	S132903134	Traveling	P22	5	0.500		1	1	
CN	CN-42		L23428598	P	30.7488710	114.6669020	2023-04-07	08:53:00	obsr850579	S132904373	Traveling	P22	23	1.285		1	1	
CN	CN-42		L23431353	P	31.3370700	110.5671330	2023-04-07	17:14:00	obsr2840741	S132919506	Traveling	P22	22	0.611		1	1	
CN	CN-11		L23429552	P	39.9983703	116.3091081	2023-04-06	18:20:00	obsr548441	S132910500	Stationary	P21	40			4	1	
CN	CN-44		L23430206	P	25.1307100	114.3136066	2023-04-07	13:17:00	obsr2474229	S132914198	Stationary	P21	30			1	1	
CN	CN-33		L23430414	P	29.6032000	121.9133000	2023-04-07	13:00:00	obsr3508610	S132915165	Stationary	P21	10			1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-05-24	09:56:00	obsr2899421	S139045694	Traveling	P22	132	4.083		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-21	08:04:00	obsr3487849	S134423675	Traveling	P22	24	0.776		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-22	09:40:00	obsr3487849	S134543710	Traveling	P22	144	3.689		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-21	14:33:00	obsr303219	S134532993	Traveling	P22	41	1.513		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-25	08:13:00	obsr303219	S134919278	Traveling	P22	31	0.957		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-22	17:27:00	obsr3487849	S134554825	Traveling	P22	50	1.675		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-22	17:45:00	obsr303219	S134562279	Traveling	P22	60	1.000		1	1	
CN	CN-44		L23560039	P	23.0962110	113.2994510	2023-03-26	15:00:00	obsr1315068	S133575420	Stationary	P21	30			1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-22	07:36:00	obsr303219	S134531124	Traveling	P22	49	1.312		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-29	16:23:00	obsr303219	S135369977	Traveling	P22	71	2.447		1	1	
CN	CN-33		L23447817	P	28.4385110	119.4779090	2023-04-08	08:08:00	obsr1413228	S133001524	Stationary	P21	30			1	1	
CN	CN-44		L23577274	H	23.3525380	116.7207670	2023-04-14	10:14:00	obsr763865	S133669189	Traveling	P22	96	3.823		2	1	
CN	CN-44		L23577274	H	23.3525380	116.7207670	2023-04-09	09:31:00	obsr763865	S133135911	Traveling	P22	122	4.630		2	1	
CN	CN-12		L23450042	P	39.0958855	117.7367792	2023-04-08	11:28:00	obsr969812	S133012837	Traveling	P22	35	1.000		1	1	
CN	CN-44		L23578487	H	23.3620160	116.6843430	2023-04-14	14:38:00	obsr763865	S133675331	Traveling	P22	106	2.773		2	1	
CN	CN-32		L23451627	P	31.8863299	118.5220961	2023-04-08	15:19:00	obsr1976652	S133019643	Traveling	P22	64	1.650		1	1	
CN	CN-33		L23451594	P	30.7627820	120.4819480	2023-04-08	15:42:00	obsr3685724	S133019499	Traveling	P22	35	0.743		1	1	
CN	CN-33		L23451594	P	30.7627820	120.4819480	2023-04-09	10:52:00	obsr3685724	S133136585	Traveling	P22	56	1.314		2	1	
CN	CN-21		L23453364	H	41.4940680	123.5414690	2023-04-08	09:37:00	obsr2681955	S133581719	Traveling	P22	20	0.800		2	1	G9988192
CN	CN-21		L23453364	H	41.4940680	123.5414690	2023-04-08	09:37:00	obsr1196731	S133027362	Traveling	P22	20	0.800		2	1	G9988192
CN	CN-37		L23456628	H	37.5028893	121.4148574	2023-04-06	15:00:00	obsr3719953	S133047645	Traveling	P22	120	2.000		1	1	
CN	CN-45		L23576058	P	23.4129250	105.8436530	2023-04-14	09:00:00	obsr1516781	S133662726	Stationary	P21	15			1	1	
CN	CN-33		L23578503	H	28.9641128	118.8440787	2023-04-29	06:49:00	obsr3538997	S135349221	Traveling	P22	138	1.850		1	1	
CN	CN-36		L23460373	P	28.0767600	116.9881420	2023-04-08	22:28:00	obsr1101888	S133062723	Traveling	P22	109	1.361		3	1	
CN	CN-37		L23579685	P	36.0531280	120.3526340	2023-04-14	10:25:00	obsr2331896	S133681719	Stationary	P21	10			1	1	
CN	CN-11		L23600632	P	40.0498582	116.2550068	2023-04-15	11:30:00	obsr3525324	S133789523	Stationary	P21	60			1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-17	07:36:00	obsr763865	S134038566	Traveling	P22	15	0.263		1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-10	14:18:00	obsr763865	S133274215	Stationary	P21	54			1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-14	07:50:00	obsr763865	S133659084	Stationary	P21	42			1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-15	07:27:00	obsr763865	S133761066	Stationary	P21	18			1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-12	09:21:00	obsr763865	S133469805	Stationary	P21	11			1	1	
CN	CN-31		L23475477	P	30.9775502	121.8930038	2023-04-08	13:33:00	obsr734124	S133045990	Traveling	P22	113	2.880		2	1	G9956101
CN	CN-31		L23475477	P	30.9775502	121.8930038	2023-04-08	13:33:00	obsr2670191	S133045989	Traveling	P22	113	2.880		2	1	G9956101
CN	CN-22		L23475501	P	43.1781110	124.3195330	2023-04-09	09:30:00	obsr643487	S133133702	Traveling	P22	60	1.997		1	1	
CN	CN-44		L23475926	P	23.3574050	116.7071440	2023-04-18	06:55:00	obsr763865	S134132550	Stationary	P21	6			1	1	
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr553461	S133163022	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr801096	S133180087	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr2877124	S133149657	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr554321	S133276307	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr2885143	S133150355	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr1492964	S133145052	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr2875459	S133149592	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-13		L23477792	P	40.3644789	115.4415634	2023-04-09	15:02:00	obsr535439	S133149593	Traveling	P22	86	1.310		10	1	G9963160
CN	CN-21		L23478309	P	41.7581140	123.4904820	2023-04-09	16:13:00	obsr2681955	S133147239	Traveling	P22	85	3.606		1	1	
CN	CN-32		L23476760	P	33.7678061	120.4387020	2023-04-09	13:41:00	obsr3526052	S133140479	Stationary	P21	2			1	1	
CN	CN-44		L23602885	P	22.5539982	114.0392173	2023-04-15	20:41:00	obsr3314545	S133801484	Traveling	P22	11	0.600		1	1	
CN	CN-34		L23477274	H	31.5007599	117.7963664	2023-04-08	15:30:00	obsr2738786	S133142835	Traveling	P22	90	1.000		3	1	
CN	CN-12		L23477533	P	39.1163716	117.7602096	2023-04-09	15:51:00	obsr969812	S133143959	Traveling	P22	20	1.000		1	1	
CN	CN-22		L23478237	P	43.1627330	124.3639270	2023-04-09	17:00:00	obsr643487	S133146937	Traveling	P22	25	0.500		1	1	
CN	CN-51		L23478390	P	30.4283190	103.6207910	2023-04-09	14:33:00	obsr2357322	S133784623	Traveling	P22	194	2.977		2	1	G9999491
CN	CN-51		L23478390	P	30.4283190	103.6207910	2023-04-09	14:33:00	obsr1818287	S133147544	Traveling	P22	194	2.977		2	1	G9999491
CN	CN-34		L23481548	H	31.6986351	117.4265565	2023-04-08	08:30:00	obsr2738786	S133163580	Traveling	P22	30	1.000		1	1	
CN	CN-11		L23599148	P	40.2799561	116.9777086	2023-04-15	14:30:00	obsr3659793	S133782730	Traveling	P22	60	3.000		1	1	
CN	CN-54		L23605339	P	29.8663950	95.7324970	2023-04-15	12:00:00	obsr990141	S133814848	Traveling	P22	60	5.000		7	1	
CN	CN-32		L23605387	P	31.2730420	120.4944700	2023-04-15	21:16:00	obsr2889055	S133815067	Traveling	P22	60	2.048		1	1	
CN	CN-44		L23687910	P	22.5473030	113.9796390	2023-04-19	16:23:00	obsr763865	S134248870	Traveling	P22	24	0.813		3	1	
CN	CN-32		L23625946	P	31.3493970	120.4543000	2023-04-16	08:07:00	obsr3369184	S133916017	Traveling	P22	98	1.205		2	1	G10007537
CN	CN-44		L23504787	P	23.3602090	116.7280930	2023-04-10	15:35:00	obsr763865	S133275112	Traveling	P22	10	0.397		1	1	
CN	CN-13		L23631107	P	38.3825130	117.3193040	2023-04-16	09:04:00	obsr335258	S133939879	Traveling	P22	22	0.715		1	1	
CN	CN-44		L23499736	H	22.5596053	114.0332518	2023-04-10	07:10:00	obsr3314545	S133249976	Traveling	P22	17	0.290		1	1	
CN	CN-52		L23500392	P	27.7622470	107.4852650	2023-04-10	06:59:00	obsr3454398	S133253211	Traveling	P22	57	2.171		1	1	
CN	CN-31		L23503334	P	30.8108914	121.4938220	2023-04-10	07:50:00	obsr2023049	S133268155	Stationary	P21	60			1	1	
CN	CN-31		L23625991	P	31.1502360	121.3123620	2023-04-16	09:39:00	obsr2742395	S133916264	Traveling	P22	131	5.000		2	1	G10007521
CN	CN-31		L23625991	P	31.1502360	121.3123620	2023-04-16	09:39:00	obsr1612990	S133916263	Traveling	P22	131	5.000		2	1	G10007521
CN	CN-43		L23504388	P	28.1696850	112.9004810	2023-04-10	08:10:00	obsr2750493	S133273160	Traveling	P22	61	1.639		1	1	
CN	CN-51		L23504494	P	29.6370310	102.8853670	2023-04-09	07:30:00	obsr3107579	S133273777	Stationary	P21	21			1	1	
CN	CN-44		L23504787	P	23.3602090	116.7280930	2023-04-18	17:38:00	obsr763865	S134159250	Traveling	P22	41	1.477		1	1	
CN	CN-33		L23627290	P	30.2297881	119.7404301	2023-04-15	08:00:00	obsr2450054	S133922634	Traveling	P22	90	2.000		2	1	
CN	CN-63		L23505358	P	36.0031720	100.8350770	2023-04-10	17:01:00	obsr770708	S133277585	Stationary	P21	7			1	1	
CN	CN-44		L23505403	P	23.3314930	116.7832070	2023-04-10	16:48:00	obsr763865	S133277742	Traveling	P22	26	1.240		1	1	
CN	CN-11		L23627324	P	39.9045770	116.4993420	2023-04-16	15:03:00	obsr1455780	S133922282	Traveling	P22	19	1.088		1	1	
CN	CN-35		L23627373	P	26.1001610	119.1920940	2023-04-15	13:00:00	obsr3660630	S133922541	Traveling	P22	180	3.219		1	1	
CN	CN-63		L23505718	P	35.8926460	100.9882240	2023-04-10	17:45:00	obsr770708	S133278951	Stationary	P21	3			1	1	
CN	CN-44		L23628239	P	21.8511285	112.6864214	2023-04-15	07:59:00	obsr1430379	S133925988	Traveling	P22	47	1.960		2	1	G11463035
CN	CN-44		L23520344	P	23.3570890	116.7067780	2023-04-14	08:45:00	obsr763865	S133662872	Traveling	P22	42	2.334		1	1	
CN	CN-37		L23524580	P	35.8280673	120.0158624	2023-04-07	09:00:00	obsr2874422	S133662133	Traveling	P22	120	3.000		1	1	
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-05-21	18:21:00	obsr2514972	S138632591	Traveling	P22	22	1.730		1	1	
CN	CN-33		L2353227	H	30.2179349	120.1067877	2023-03-17	17:16:00	obsr3271371	S131089459	Traveling	P22	45	1.000		1	1	
CN	CN-33		L23653330	P	30.0992110	120.8074650	2023-04-17	07:15:00	obsr2914227	S134059612	Traveling	P22	73	2.500		3	1	G10016598
CN	CN-33		L23653330	P	30.0992110	120.8074650	2023-04-17	07:15:00	obsr522645	S134056884	Traveling	P22	73	2.500		3	1	G10016598
CN	CN-33		L23654805	P	30.1939050	120.2335420	2023-04-17	17:31:00	obsr3454398	S134063865	Traveling	P22	19	2.024		1	1	
CN	CN-12		L23542214	P	39.1996828	117.9542226	2023-04-08	12:30:00	obsr3223117	S133477561	Traveling	P22	210	4.000		2	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2023-05-07	13:07:00	obsr2899421	S136407880	Traveling	P22	143	4.443		1	1	
CN	CN-31		L23542993	P	31.0229880	121.1047880	2023-04-12	15:05:00	obsr2663879	S133481194	Traveling	P22	74	2.077		1	1	
CN	CN-21		L23522909	P	41.8500610	123.4212850	2023-04-11	09:07:00	obsr1196731	S133371712	Traveling	P22	11	0.317		1	1	
CN	CN-35		L23544104	P	24.5354458	118.1554327	2023-04-12	07:55:00	obsr788582	S133487123	Traveling	P22	30	1.609		4	1	G9983137
CN	CN-35		L23544104	P	24.5354458	118.1554327	2023-04-12	07:55:00	obsr1740929	S133487124	Traveling	P22	30	1.609		4	1	G9983137
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-05-26	09:30:00	obsr2514972	S139260373	Traveling	P22	13	1.020		1	1	
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-05-13	14:29:00	obsr2514972	S137318424	Traveling	P22	61	1.430		1	1	
CN	CN-13		L23524588	P	38.0786560	114.4489900	2023-04-11	12:07:00	obsr2514972	S133381202	Traveling	P22	87	1.800		1	1	
CN	CN-37		L23525078	P	36.1995768	120.5407101	2023-04-08	09:00:00	obsr2874422	S133384228	Traveling	P22	60	1.000		2	1	
CN	CN-35		L23525518	P	26.0720800	119.1624480	2023-04-23	10:20:00	obsr3734595	S134677988	Traveling	P22	57	2.060		1	1	
CN	CN-33		L23547017	P	29.9725920	119.9016170	2023-04-09	16:00:00	obsr2914227	S133505278	Traveling	P22	60	2.000		2	1	
CN	CN-44		L23667501	P	22.9857610	114.1917110	2023-04-18	06:19:00	obsr932053	S134135067	Traveling	P22	68	0.262		1	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-27	14:30:00	obsr1787376	S135147990	Traveling	P22	120	2.000		2	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-12	10:10:00	obsr1787376	S133512629	Traveling	P22	120	2.000		2	1	
CN	CN-44		L23654902	P	22.4832958	113.9161205	2023-04-17	18:04:00	obsr3314545	S134064377	Traveling	P22	12	0.460		1	1	
CN	CN-44		L23655221	P	22.4812550	113.8889880	2023-04-17	18:54:00	obsr3314545	S134066037	Traveling	P22	5	0.290		1	1	
CN	CN-43		L23538737	P	29.3815620	110.4902980	2023-04-11	09:38:00	obsr2750493	S133459287	Traveling	P22	33	1.182		1	1	
CN	CN-65		L23557594	P	37.2296000	80.4139000	2023-04-12	14:00:00	obsr3740151	S133562462	Stationary	P21	17			1	1	
CN	CN-35		L23541007	P	26.1017799	119.2304554	2023-04-11	16:45:00	obsr3493620	S133574602	Traveling	P22	90	2.000		2	1	G9982124
CN	CN-44		L23557833	P	24.9394760	113.0905990	2023-04-13	07:31:00	obsr1958575	S133563313	Traveling	P22	79	1.743		1	1	
CN	CN-43		L23542734	P	29.1268770	110.4728200	2023-04-12	13:33:00	obsr2750493	S133479838	Traveling	P22	52	2.001		1	1	
CN	CN-44		L2354294	H	23.0963458	113.2985741	2023-04-22	10:30:00	obsr4109976	S143869280	Traveling	P22	120	2.000		13	1	
CN	CN-44		L23558777	P	22.5911760	113.9782210	2023-04-13	16:25:00	obsr1228179	S133577381	Traveling	P22	84	2.256		1	1	
CN	CN-44		L23558777	P	22.5911760	113.9782210	2023-04-12	19:11:00	obsr1228179	S133568975	Stationary	P21	5			1	1	
CN	CN-61		L23559151	P	32.8680410	106.3975940	2023-04-13	12:26:00	obsr974615	S133571175	Traveling	P22	4	0.115		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-20	07:28:00	obsr3487849	S134326683	Traveling	P22	75	1.855		6	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-19	16:33:00	obsr3477516	S134249621	Traveling	P22	62	2.297		2	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-05-25	08:16:00	obsr2899421	S139152123	Traveling	P22	37	1.502		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-05-26	10:36:00	obsr2899421	S139279132	Traveling	P22	100	3.018		32	1	
CN	CN-44		L23560065	P	23.0990500	113.3005140	2023-04-02	16:00:00	obsr1315068	S133575614	Stationary	P21	30			1	1	
CN	CN-44		L23560065	P	23.0990500	113.3005140	2023-03-26	16:15:00	obsr1315068	S133575563	Stationary	P21	60			1	1	
CN	CN-44		L23560106	P	23.0960530	113.2994520	2023-03-26	17:15:00	obsr1315068	S133575741	Stationary	P21	20			1	1	
CN	CN-35		L23560319	P	26.0670117	119.2563931	2023-04-13	15:42:00	obsr3734595	S133576689	Traveling	P22	89	0.270		1	1	
CN	CN-21		L23560609	P	41.8057770	123.4903630	2023-04-13	18:05:00	obsr2681955	S133577977	Stationary	P21	5			1	1	
CN	CN-44		L23687514	P	22.5424290	113.9870800	2023-04-20	07:26:00	obsr763865	S134321106	Stationary	P21	10			1	1	
CN	CN-44		L23687514	P	22.5424290	113.9870800	2023-04-19	15:39:00	obsr763865	S134248033	Traveling	P22	29	1.918		1	1	
CN	CN-31		L23688058	H	30.9230170	121.1260000	2023-05-19	12:40:00	obsr2663879	S138330121	Traveling	P22	10	0.500		1	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-26	10:22:00	obsr1787376	S135038228	Traveling	P22	167	0.910		2	1	
CN	CN-36		L23548255	H	28.0000613	116.3228571	2023-04-24	06:00:00	obsr1787376	S134817269	Traveling	P22	180	2.000		2	1	
CN	CN-32		L23667905	P	31.1633376	120.6109540	2023-04-16	11:30:00	obsr3755654	S134137802	Traveling	P22	60	1.000		3	1	
CN	CN-11		L23563920	P	40.0129890	116.6072810	2023-04-13	14:34:00	obsr1443859	S133598165	Traveling	P22	58	2.349		1	1	
CN	CN-35		L23668529	H	27.2214195	120.1961199	2023-04-17	09:40:00	obsr3493620	S134141576	Traveling	P22	20	0.500		4	1	
CN	CN-35		L23668217	H	27.2531793	120.1989675	2023-04-17	08:30:00	obsr3493620	S134140386	Traveling	P22	60	2.000		4	1	
CN	CN-35		L23669429	H	27.2325019	120.2157527	2023-04-17	11:00:00	obsr3493620	S134145319	Traveling	P22	30	3.000		4	1	
CN	CN-36		L23670150	P	25.6036790	115.8013610	2023-04-29	15:43:00	obsr3660201	S135364735	Stationary	P21	2			1	1	
CN	CN-32		L23670764	P	31.2237720	120.5517500	2023-04-18	06:33:00	obsr3369184	S134153444	Stationary	P21	26			1	1	
CN	CN-46		L23672225	P	20.0341080	110.2300290	2023-04-18	18:09:00	obsr741070	S134160034	Traveling	P22	32	1.811		1	1	
CN	CN-31		L23673987	H	30.9319440	121.9122220	2023-03-18	13:08:00	obsr1178319	S131158329	Traveling	P22	120	1.728		1	1	
CN	CN-53		L2356004	H	21.9285951	101.2555897	2023-04-21	18:25:00	obsr3487849	S134446994	Traveling	P22	75	1.928		32	1	
CN	CN-37		L23704732	H	36.1529151	120.3663068	2023-04-19	08:00:00	obsr2874422	S134669547	Traveling	P22	100	2.000		1	1	
CN	CN-53		L23575298	P	25.1234499	102.8572655	2023-04-08	08:41:00	obsr1333927	S133006255	Traveling	P22	48	1.480		1	1	
CN	CN-45		L23685986	P	23.1981950	105.6649870	2023-04-18	17:04:00	obsr1943591	S134239080	Traveling	P22	90	2.000		3	1	
CN	CN-45		L23686107	P	23.0087670	105.7950110	2023-04-16	07:50:00	obsr1943591	S134239973	Traveling	P22	180	5.000		3	1	
CN	CN-45		L23686107	P	23.0087670	105.7950110	2023-04-15	17:01:00	obsr1943591	S134240204	Traveling	P22	60	3.000		6	1	
CN	CN-11		L23687676	P	40.0186840	116.7690790	2023-04-19	15:37:00	obsr1831970	S134247898	Traveling	P22	26	0.474		1	1	
CN	CN-44		L23577274	H	23.3525380	116.7207670	2023-04-17	09:59:00	obsr763865	S134054597	Traveling	P22	93	3.990		2	1	
CN	CN-44		L23577274	H	23.3525380	116.7207670	2023-04-18	09:58:00	obsr763865	S134149484	Traveling	P22	62	2.661		2	1	
CN	CN-65		L23721485	P	46.7360810	86.1530380	2023-04-21	12:30:00	obsr902161	S134436021	Stationary	P21	31			4	1	
CN	CN-65		L23689740	P	46.2181060	84.0826760	2023-04-19	19:39:00	obsr902161	S134259132	Traveling	P22	50	1.000		4	1	
CN	CN-35		L23723062	H	26.7421930	119.5625340	2023-04-21	09:30:00	obsr3493620	S134443136	Traveling	P22	26	1.200		2	1	
CN	CN-33		L23598231	P	30.2579650	120.3088680	2023-04-15	10:20:00	obsr3534766	S133778856	Traveling	P22	120	5.000		1	1	
CN	CN-44		L23599018	P	23.3578390	116.7077270	2023-04-15	14:54:00	obsr763865	S133782212	Traveling	P22	53	3.261		2	1	
CN	CN-65		L23703068	P	46.6774640	83.9449490	2023-04-20	09:32:00	obsr902161	S134334382	Traveling	P22	81	2.000		4	1	
CN	CN-65		L23703599	P	46.8630680	84.1726350	2023-04-20	11:29:00	obsr902161	S134337171	Traveling	P22	96	1.000		4	1	
CN	CN-11		L23600632	P	40.0498582	116.2550068	2023-04-16	12:00:00	obsr3525324	S133928688	Stationary	P21	60			1	1	
CN	CN-36		L23598576	P	27.9311605	116.4484069	2023-04-15	07:32:00	obsr1787376	S133780496	Traveling	P22	120	1.220		2	1	
CN	CN-13		L23599052	P	40.3700000	115.8175670	2023-04-15	14:50:00	obsr915115	S133782394	Traveling	P22	60	2.000		2	1	
CN	CN-53		L23599473	P	25.0358280	102.7271240	2023-04-15	16:51:00	obsr3477516	S133783935	Traveling	P22	10	0.359		1	1	
CN	CN-33		L2360527	H	29.5805932	118.9763546	2023-03-27	06:17:00	obsr3454398	S131921838	Traveling	P22	71	2.239		1	1	
CN	CN-33		L23740647	P	30.9513400	120.8992580	2023-04-22	09:31:00	obsr2665781	S134538677	Traveling	P22	43	1.436		1	1	
CN	CN-44		L23740780	P	23.1534480	113.2758230	2023-04-22	07:54:00	obsr405734	S134539541	Traveling	P22	155	3.278		1	1	
CN	CN-33		L2360527	H	29.5805932	118.9763546	2023-04-18	05:50:00	obsr3176061	S134260534	Traveling	P22	80	2.000		1	1	
CN	CN-33		L2360527	H	29.5805932	118.9763546	2023-04-17	13:00:00	obsr3176061	S134058826	Traveling	P22	40	1.000		1	1	
